image_path,instruction,description,input
007823.jpg,Provide a detailed and accurate description of the image within 50 words.,A brown tabby cat gets a close up view of a syringe filled with a pink liquid.  The cat's whiskers are twitching as if it can't decide whether to be curious or afraid of the approaching syringe.  The cat is sitting on a black surface with several books piled next to it.,"label_boundingbox:{cat: {'xyxy': {'Left': 46, 'Top': 71, 'Right': 357, 'Bottom': 371}}},
caption:a cat that is drinking from a cup.,
image_embedding:[-0.34, -0.7, 0.31, -0.17, 0.86, -0.41, -0.75, -0.67, -0.64, -0.54, -0.52, 0.24, -0.72, -1.18, -0.83, -0.71, -0.25, -0.67, 0.11, 0.06, -0.04, -0.78, 0.25, -0.07, 0.61, -0.83, -0.76, -0.01, -0.15, 0.29, 0.26, 0.91, -0.5, 0.3, 0.07, 0.4, -0.08, -0.46, 0.33, -0.03, -0.74, -0.38, 0.52, -0.28, -2.89, 0.63, -0.57, -0.5, 0.76, -0.03, 0.46, -0.08, -0.19, -0.53, 0.5, -0.21, 0.28, -1.21, -0.48, -0.56, 0.01, 0.45, 0.36, -0.3]"
006372.jpg,Provide a detailed and accurate description of the image within 50 words.,"A steam engine locomotive sits in a train station, waiting to depart on a special excursion. the locomotive is decorated with the words santa special which suggests it is a festive, holiday-themed train ride. the scene is enveloped in a misty, wintery haze, adding a touch of magic to the image.","label_boundingbox:{train: {'xyxy': {'Left': 170, 'Top': 43, 'Right': 500, 'Bottom': 303}}},
caption:a train,
image_embedding:[0.0, 1.32, 0.9, 0.04, -0.0, 0.32, -0.09, -0.14, -0.61, -0.37, -0.91, -0.2, 0.14, -0.73, -0.34, -0.2, 0.57, 0.53, -0.34, -0.22, 0.71, 0.05, 0.03, -0.08, 0.01, 0.49, 0.21, 1.0, -0.49, 0.12, 0.41, 0.05, -0.32, -0.2, -0.32, -0.42, 0.89, 0.04, 1.08, 0.04, -0.49, 0.83, 0.31, -0.49, -2.57, 0.14, -0.07, -0.18, 0.08, 0.36, 0.48, 0.46, -0.76, 0.6, 0.74, 0.67, 0.13, -0.54, 0.15, 0.77, -0.68, 1.03, 0.75, -0.35]"
003409.jpg,Provide a detailed and accurate description of the image within 50 words.,"A large cruise ship sits in the harbor of Gibraltar, Spain. The ship is docked with its bow facing the camera. There are several buildings lining the shore behind the ship, and a large rocky hill in the background.","label_boundingbox:{boat: {'xyxy': {'Left': 53, 'Top': 131, 'Right': 337, 'Bottom': 213}}},
caption:a large ship in the water.,
image_embedding:[-1.04, 0.6, -0.31, -0.52, -0.03, 0.62, 0.1, 0.07, 0.64, -0.03, -0.52, 0.55, 0.44, -0.69, -0.01, -0.73, 0.65, -0.16, -0.53, 0.0, 0.54, -0.11, -0.31, -0.06, -0.05, 0.89, 0.28, -0.18, -0.02, -0.53, -0.63, -0.27, -0.39, 0.74, -0.03, -0.42, 0.4, 0.26, -0.08, 0.01, 0.08, -0.04, -0.06, 0.6, -2.86, 0.48, 0.01, -0.67, -0.28, 0.35, -0.33, -0.08, -0.1, 0.06, 0.17, -0.05, -0.35, -1.03, 0.23, 0.18, 0.26, 0.7, -0.22, -0.28]"
002998.jpg,Provide a detailed and accurate description of the image within 50 words.,"A classic steam engine train pulls out of a small train station, smoke billowing from its chimney. A person in a white shirt stands and watches the train leave, a red signal stands in the foreground.  A rustic brick station building is seen in the background.","label_boundingbox:{train: {'xyxy': {'Left': 255, 'Top': 81, 'Right': 500, 'Bottom': 180}}},
caption:a train station,
image_embedding:[0.27, 0.24, 0.2, -0.22, 0.54, 0.13, 0.95, 0.56, -0.01, -0.24, -0.36, -0.75, -0.68, -0.7, -0.05, 0.26, -0.03, -0.61, 0.04, -0.42, 0.01, 0.36, 0.14, 0.03, -0.03, -0.38, 0.07, -0.03, -0.39, -0.25, -0.05, 0.4, -0.27, 0.58, -0.56, 0.01, 0.13, -0.01, 0.32, 0.24, 0.08, 0.85, -0.28, -0.66, -1.85, -0.21, -0.32, 0.93, 0.47, 0.11, 0.9, 0.2, 0.25, 0.55, 0.11, 0.81, -0.26, 0.4, -0.0, -0.42, -0.7, 0.46, 0.31, -1.0]"
008018.jpg,Provide a detailed and accurate description of the image within 50 words.,"A young man wearing a yellow t-shirt sits on a brown leather couch, looking thoughtful. He is rubbing his temple with his hand, as if he is in pain or thinking hard. An out-of-focus hand holds a remote control in the background.","label_boundingbox:{person: {'xyxy': {'Left': 2, 'Top': 102, 'Right': 327, 'Bottom': 337}},sofa: {'xyxy': {'Left': 0, 'Top': 121, 'Right': 411, 'Bottom': 338}}},
caption:a man and a woman sitting on a couch.,
image_embedding:[0.18, 0.21, 0.25, 0.02, -0.54, -0.65, -0.66, -0.08, -0.18, -0.14, 0.12, 0.02, -0.04, 0.99, -0.34, -0.15, 0.45, -0.03, -0.73, -0.56, -0.24, -0.28, -0.24, -0.06, 0.12, 0.41, -0.28, 0.01, -0.51, -0.09, 0.32, 0.61, 0.61, 0.2, 0.61, -0.98, -0.86, 0.09, 0.23, -0.03, 0.29, 0.89, -0.74, -0.47, -3.41, 0.33, -0.47, -0.02, 0.78, -0.24, -0.09, 0.21, -0.25, 0.81, -0.42, 0.31, -0.86, 0.35, 0.1, 0.35, 0.08, -0.59, -0.26, 0.3]"
003340.jpg,Provide a detailed and accurate description of the image within 50 words.,A motorcyclist in a red and black jacket rides past a red bus on a paved road. The rider has their helmet on and is looking down at the road.  The motorcyclist's path is marked by white lines.  The photo is taken from a high angle.,"label_boundingbox:{car: {'xyxy': {'Left': 0, 'Top': 256, 'Right': 227, 'Bottom': 500}},motorbike: {'xyxy': {'Left': 81, 'Top': 241, 'Right': 272, 'Bottom': 438}},person: {'xyxy': {'Left': 102, 'Top': 190, 'Right': 232, 'Bottom': 375}}},
caption:a man riding a motorcycle down the street.,
image_embedding:[-0.33, 0.13, -0.25, -0.01, -0.87, -0.03, 0.02, 0.03, 0.67, 0.14, -0.37, -0.36, 0.89, 0.16, -0.75, 0.49, 0.6, -1.14, 0.01, -0.39, -0.35, -0.03, -0.45, -0.07, -0.02, 0.31, -0.16, 0.09, 0.47, 0.19, -0.59, -0.84, 0.19, -0.11, 0.05, -0.54, -0.33, -0.12, 0.77, -0.05, 0.85, 0.39, 0.72, -0.03, -3.11, 0.14, -0.0, -0.01, -0.08, 0.64, 0.16, 0.1, -0.08, 0.83, 0.38, -0.1, 0.08, -0.03, 0.34, 0.44, 0.21, 0.75, -0.04, -0.53]"
008657.jpg,Provide a detailed and accurate description of the image within 50 words.,"A black and white photo of the front of a  car. the car is a peugeot. the front grill and headlights are visible. the car is a bit out of focus, but the license plate is very clear.  the registration number is KV06 VJO.","label_boundingbox:{car: {'xyxy': {'Left': 0, 'Top': 100, 'Right': 500, 'Bottom': 375}}},
caption:a car,
image_embedding:[-1.46, 0.45, 0.01, -0.14, -1.31, -0.01, 0.75, -0.25, -0.2, 0.33, 0.21, -0.73, 0.29, 0.11, 1.11, 0.01, 0.48, -0.13, 0.23, 0.21, 0.05, 1.07, 0.57, -0.63, 0.01, -0.95, -0.67, 0.13, 0.03, 0.06, 0.84, -0.05, -0.72, 0.3, 0.49, -0.46, 0.26, 0.72, 0.41, -0.19, 0.89, 0.85, 0.44, -0.51, -1.33, 0.02, 0.03, 0.01, 0.54, -0.22, 0.19, -0.2, -1.22, 0.85, 0.64, -0.32, 0.41, 0.01, 0.09, -0.15, 0.9, -1.18, 0.28, 0.05]"
000650.jpg,Provide a detailed and accurate description of the image within 50 words.,"A vibrant red flower bush grows in a large pot, with a small american flag sticking out from under the foliage. the pot sits on a wooden deck with a grill in the background. a rusty garden rake is behind the flowers.","label_boundingbox:{chair: {'xyxy': {'Left': 0, 'Top': 167, 'Right': 57, 'Bottom': 279}},pottedplant: {'xyxy': {'Left': 93, 'Top': 0, 'Right': 422, 'Bottom': 375}}},
caption:a pot with a plant in it.,
image_embedding:[-0.06, 0.45, 0.43, 0.77, -0.46, 0.26, 0.23, -0.7, 0.16, -0.02, -0.87, -0.57, -0.24, -0.58, -0.57, -0.62, -0.19, 0.96, 0.36, -0.17, 0.7, -0.26, -0.19, 0.76, 0.13, -0.5, -0.44, 0.31, -1.07, -0.37, 1.04, 0.06, -0.42, 0.37, 0.01, -0.18, -0.54, 0.73, -0.09, -0.45, -0.07, 0.36, 0.25, -1.17, -1.97, 0.58, 0.06, -0.03, -0.52, 0.54, -0.1, 0.49, -0.28, 0.96, -0.38, 0.2, 0.55, -0.73, -0.32, -0.73, 0.42, -0.29, 0.19, 0.26]"
007232.jpg,Provide a detailed and accurate description of the image within 50 words.,A man in a grey shirt and black cycling helmet rides a black bicycle down a paved road with a yellow line down the middle. There are tall green hills on either side of the road and blue sky above.  The man appears to be enjoying his ride.,"label_boundingbox:{bicycle: {'xyxy': {'Left': 26, 'Top': 260, 'Right': 79, 'Bottom': 351}},person: {'xyxy': {'Left': 25, 'Top': 183, 'Right': 80, 'Bottom': 341}}},
caption:a person riding a bike on a road.,
image_embedding:[0.09, 0.68, 0.38, 0.02, -0.74, -0.28, 0.01, 0.43, -0.27, -0.15, -0.42, -0.4, 0.77, 0.24, -0.52, -0.14, 0.15, 0.12, 0.01, -0.38, 0.85, -0.15, 0.05, -0.07, -0.12, -0.28, -0.4, 0.01, 0.43, 0.81, -0.09, -1.0, 0.05, -0.3, -0.2, -0.17, -0.32, -0.25, 0.08, 0.39, -0.69, 1.53, 0.43, 0.1, -2.83, 0.84, -0.56, 0.03, 0.3, 0.35, -0.3, 0.17, 0.33, 0.42, 1.03, 0.34, -0.15, -1.36, -0.04, -0.34, 0.36, 0.1, 0.16, 0.14]"
009922.jpg,Provide a detailed and accurate description of the image within 50 words.,"A black and tan Catahoula Leopard Dog sits in a field of tall grass, looking intently at the camera.","label_boundingbox:{dog: {'xyxy': {'Left': 178, 'Top': 77, 'Right': 463, 'Bottom': 320}}},
caption:a dog in the grass.,
image_embedding:[-0.66, -1.09, -0.07, 0.02, -0.46, -0.23, -0.02, 0.07, 0.48, -0.53, -0.47, -0.76, -0.03, -0.04, 0.03, -1.01, -0.21, -0.21, 0.01, 0.68, -0.51, -0.47, 0.14, -0.49, 0.1, -1.01, -0.85, -0.01, -0.03, -0.12, 0.02, -0.55, 0.3, -0.04, 0.17, -0.04, 0.61, 0.28, 0.03, -0.4, 0.03, 0.06, -0.03, 0.48, -3.69, 0.22, 0.33, 0.47, -0.36, 0.48, -0.48, 0.0, 0.15, 0.5, -0.48, -0.32, 0.14, -1.03, -0.52, -0.02, -0.14, -0.18, 0.28, 0.08]"
002828.jpg,Provide a detailed and accurate description of the image within 50 words.,"Three horses, two grey and one brown, stand in a dirt lot. The grey horses are in the foreground, one grazing, and the brown horse is in the background.  The grey horses are both small, possibly miniature horses.","label_boundingbox:{horse: {'xyxy': {'Left': 25, 'Top': 23, 'Right': 376, 'Bottom': 262}}},
caption:two horses eating hay.,
image_embedding:[0.01, 0.49, 0.42, -0.22, 0.68, 0.06, -0.38, -0.04, 0.02, 0.28, 0.97, -0.25, -0.65, 0.3, -0.28, 0.14, -0.3, -0.73, 0.01, -0.46, 0.53, -0.81, 0.11, 0.71, 0.12, -0.08, -0.92, 0.28, -0.34, 0.59, -0.08, 1.07, -0.61, 0.49, -0.44, -0.45, -0.01, -0.62, 0.77, 0.01, -0.11, 0.0, -0.8, 0.0, -1.57, 0.17, -0.64, -0.19, -0.06, 0.58, -0.27, -0.97, 0.0, -0.11, 0.34, -0.06, 0.87, -0.53, -0.55, 0.16, -1.38, -0.59, 0.01, -0.36]"
009041.jpg,Provide a detailed and accurate description of the image within 50 words.,"A motorcycle racer leans into a sharp turn, the blue and yellow bike a blur of motion against the blue and red signage. The rider is wearing a full-face helmet and racing leathers.  The race track is visible in the background.","label_boundingbox:{person: {'xyxy': {'Left': 162, 'Top': 69, 'Right': 275, 'Bottom': 240}},motorbike: {'xyxy': {'Left': 134, 'Top': 99, 'Right': 373, 'Bottom': 279}}},
caption:a person riding a motorcycle on a track.,
image_embedding:[-0.4, -0.09, 0.02, -0.2, -0.34, 0.48, -0.58, -0.37, 0.77, -0.32, 0.42, 0.95, -0.28, 0.51, -0.43, -0.53, 0.07, 0.28, 0.75, 0.07, -0.08, -0.74, -0.75, -0.25, -0.29, -0.37, -0.98, 0.23, 0.06, -0.03, -0.71, -1.59, 0.03, 0.04, 0.42, -0.71, 0.22, 0.13, -0.25, 0.87, 0.1, 0.45, 0.92, 0.94, -1.44, -0.51, -0.18, 0.05, 0.08, 0.37, 0.07, 0.14, 0.63, -0.66, -0.28, -0.07, -0.53, -0.16, 0.3, -0.61, 1.23, -0.07, 0.05, -0.32]"
005050.jpg,Provide a detailed and accurate description of the image within 50 words.,"A small, fluffy, brown dog with its tongue sticking out lays on a large, plush, red leather couch. the dog is facing towards the camera and appears to be relaxed and content.  the couch looks very comfortable.","label_boundingbox:{sofa: {'xyxy': {'Left': 0, 'Top': 0, 'Right': 498, 'Bottom': 374}},dog: {'xyxy': {'Left': 165, 'Top': 36, 'Right': 444, 'Bottom': 342}}},
caption:a dog sleeping on a leather chair,
image_embedding:[0.53, -0.45, -0.94, 0.25, 0.21, -0.56, 0.1, -0.07, -0.57, -0.14, -0.16, -1.03, 0.55, 0.56, -1.28, -1.02, -0.44, -0.55, -0.82, 0.05, 0.28, -1.41, 0.03, 0.38, 0.55, -0.56, -0.27, -0.0, -0.66, 0.22, 0.22, 0.95, 0.69, 0.44, -0.01, -0.97, -0.69, -0.43, -1.04, -0.75, -0.16, 0.29, -1.0, -0.46, -1.63, -0.57, 0.63, 0.21, 0.67, 0.66, -0.01, -0.0, -0.36, 0.24, -0.23, 0.06, -0.11, -0.31, -0.5, 0.21, 0.05, 1.34, -0.58, -0.3]"
008781.jpg,Provide a detailed and accurate description of the image within 50 words.,A black and tan short-haired dog looks at the camera with curious eyes.  The dog is confined in a black metal crate with a white blanket in the bottom.  the dog is resting on its side and looking at the camera with a small smile.,"label_boundingbox:{dog: {'xyxy': {'Left': 2, 'Top': 28, 'Right': 395, 'Bottom': 333}}},
caption:a dog in a cage.,
image_embedding:[0.62, 0.21, -0.03, -0.14, 0.58, -0.04, 0.1, 1.0, -0.16, 0.19, 0.7, -0.22, -0.29, -0.19, -0.9, -0.64, 0.36, -0.35, -0.63, 0.25, 0.45, -0.46, 0.05, -0.99, -0.29, -0.47, 0.18, -0.48, 0.78, -0.06, -0.24, 0.56, -0.78, 0.52, 0.32, 0.15, 0.15, 0.06, 0.31, -0.84, 0.57, 0.24, -0.14, -0.12, -1.64, 0.63, 0.0, 0.04, -0.77, 0.88, 0.11, 0.17, -0.94, -1.05, 1.0, -0.44, 0.71, -0.66, 0.37, 0.47, -0.8, 0.54, 0.16, -0.46]"
001698.jpg,Provide a detailed and accurate description of the image within 50 words.,"A small, white,  cabin cruiser is docked and tied to a red barge. The barge has a green tarp covering its cargo. Both vessels are floating in still, gray water.  The photo is taken from a slight overhead angle.","label_boundingbox:{boat: {'xyxy': {'Left': 35, 'Top': 90, 'Right': 449, 'Bottom': 232}}},
caption:a boat in the water.,
image_embedding:[-0.34, 0.51, -0.07, 0.05, -0.66, -0.31, 0.53, 0.43, -0.04, -0.23, 0.57, -0.84, -0.46, -0.32, 0.01, -0.34, 0.19, -0.06, 0.28, -0.45, 0.06, 0.13, -0.98, -0.05, -0.01, 0.29, -0.36, -0.49, -0.3, -0.51, 0.16, 0.24, 0.22, -0.26, 0.5, -0.57, 0.37, 0.61, 1.58, 0.0, -0.73, 1.08, 0.73, -0.37, -3.42, 0.13, 0.73, -0.08, 0.19, 0.49, -1.06, 0.54, -0.65, 0.8, -0.47, -0.5, 0.33, 1.02, 0.48, 0.41, 0.21, 0.4, -0.3, -0.07]"
002495.jpg,Provide a detailed and accurate description of the image within 50 words.,"A black Ducati motorcycle is parked on the side of the road. The motorcycle is equipped with a coiled alarm, a black and red seat, and an orange traffic cone is nearby. The motorcycle has a sleek modern design and is in excellent condition.","label_boundingbox:{motorbike: {'xyxy': {'Left': 0, 'Top': 25, 'Right': 458, 'Bottom': 358}}},
caption:a motorcycle,
image_embedding:[0.14, 0.39, -0.74, -0.71, -0.73, 0.1, 0.1, 0.51, -0.08, -0.25, -1.5, -0.18, 0.78, 0.98, -0.86, 0.28, 0.36, 0.03, 0.2, -0.98, 0.13, 0.45, -0.41, -0.09, -0.0, -0.43, -0.39, 0.43, 0.45, 0.81, 0.75, -0.99, -0.41, -0.15, -0.08, -0.08, -0.14, -0.03, -0.42, 0.38, 0.89, 0.36, -0.38, -0.48, -3.48, 0.23, -0.4, -0.07, -0.1, -0.19, 0.51, -0.58, -1.23, 0.8, 0.85, 0.34, -0.17, 0.27, 0.06, 0.22, -0.18, 0.45, 1.02, -0.1]"
001013.jpg,Provide a detailed and accurate description of the image within 50 words.,"A brown and white horse stands in a field, looking directly at the camera. Behind the horse are several farm animals, and a large barn with a metal roof. The sky is blue with white clouds.","label_boundingbox:{Deer: {'xyxy': {'Left': 23, 'Top': 215, 'Right': 63, 'Bottom': 300}},sheep: {'xyxy': {'Left': 88, 'Top': 228, 'Right': 114, 'Bottom': 274}},horse: {'xyxy': {'Left': 219, 'Top': 12, 'Right': 500, 'Bottom': 333}}},
caption:a horse,
image_embedding:[-0.38, -0.22, -0.06, 0.03, -0.64, -0.04, 0.1, -0.9, -0.85, -0.18, -0.06, -0.48, -0.32, -0.15, -0.1, 0.28, 0.16, 0.31, 0.65, -0.6, 0.43, 0.26, 0.06, -0.04, 0.7, 0.18, -0.87, 0.09, 0.12, -0.09, 0.03, -0.2, -1.33, -0.31, -0.95, -0.7, 0.44, -0.53, 0.36, 0.17, 1.07, 0.24, 0.27, -0.04, -2.76, 0.35, 0.0, 0.01, 0.3, 1.14, -1.05, -0.08, 0.23, -1.07, -0.52, -0.14, -0.37, 0.6, -0.16, -0.82, -1.68, 1.02, 0.01, -0.27]"
004172.jpg,Provide a detailed and accurate description of the image within 50 words.,"A paved road with a car parked on the right side in the distance. The road is bordered by green trees and shrubs, and there are white painted lane markers in the middle of the road. A building is visible in the background.","label_boundingbox:{car: {'xyxy': {'Left': 219, 'Top': 290, 'Right': 265, 'Bottom': 323}}},
caption:a street with cars parked on it.,
image_embedding:[-0.67, 0.54, 0.7, -0.33, -0.83, -0.69, -0.54, -0.28, -0.01, -0.81, -0.37, -0.56, -0.17, 0.27, -0.32, -0.52, 0.75, -0.22, 0.43, 0.69, 0.45, -0.08, -0.5, 0.73, 0.6, 0.11, -0.23, 1.23, -0.94, 0.59, -0.07, 0.01, -0.92, -0.19, 0.24, 0.04, -0.06, -0.71, -0.0, 0.01, -0.8, 0.71, 0.62, -0.74, -3.69, 0.06, -0.44, -0.08, -0.03, -0.1, 0.12, 0.84, -0.2, -0.17, 0.92, 0.08, -0.05, -0.78, -0.22, 0.88, 0.46, 0.12, 0.0, -0.29]"
003481.jpg,Provide a detailed and accurate description of the image within 50 words.,A view from a building looking down onto a busy road junction with cars and a fire engine.  There are brick buildings with shops to the right and a large brick building to the left.,"label_boundingbox:{car: {'xyxy': {'Left': 278, 'Top': 266, 'Right': 324, 'Bottom': 296}},bus: {'xyxy': {'Left': 358, 'Top': 222, 'Right': 415, 'Bottom': 279}}},
caption:a street with cars parked on it.,
image_embedding:[0.11, -0.39, 0.32, 0.12, -0.9, -0.09, 0.06, -0.33, -0.1, 0.36, -0.28, 0.47, 1.47, -0.02, -0.13, -0.25, 0.05, 0.63, 0.44, 0.31, 0.27, 0.14, -0.34, -0.04, 0.02, 0.15, -0.46, -0.23, 0.23, -0.27, -0.08, -0.27, -0.63, 0.09, -0.84, 0.01, 0.52, 0.41, 1.09, -0.37, 0.02, 0.84, -0.08, -0.3, -2.82, 0.06, 0.32, -0.61, -0.32, 0.05, -0.23, 0.16, 0.78, -0.37, 0.83, -0.64, -0.27, -0.01, 0.15, 0.76, -0.16, 0.36, 0.37, 0.14]"
000114.jpg,Provide a detailed and accurate description of the image within 50 words.,"A tabby cat with striking green eyes sits on a set of stairs, peering out at the camera with a curious expression.  The cat is perched on a wooden stair railing, with its paws resting on the step below.  The cat's fur is a mix of brown, black, and white.  The cat's eyes are bright and alert.","label_boundingbox:{cat: {'xyxy': {'Left': 165, 'Top': 58, 'Right': 434, 'Bottom': 373}}},
caption:a kitten,
image_embedding:[0.27, 0.51, 0.3, 0.03, 0.27, -0.01, -0.78, 0.45, -0.07, -0.62, -0.03, -0.26, -0.53, -1.35, -0.52, -0.86, 0.3, 0.09, -0.47, 0.5, 0.27, -0.7, 0.27, 0.55, -0.64, 0.66, -0.39, -0.0, -0.41, -0.36, -0.38, -0.31, -0.83, 0.49, -0.45, -0.22, 0.65, 1.84, -0.44, -0.09, -0.02, 0.4, 1.54, -0.19, -3.53, 0.44, 0.08, -0.0, -0.16, 0.56, -0.54, 0.08, -1.19, -0.14, 0.24, -0.15, 0.03, -0.93, -0.11, 0.47, -0.65, 0.59, -0.02, -0.73]"
008719.jpg,Provide a detailed and accurate description of the image within 50 words.,"A young woman sits at a table with two glasses of orange juice and a plate of fruit salad in front of her. She is holding a fork and smiling, ready to enjoy her refreshing breakfast. The table is set with glasses, plates, cutlery, and a white tablecloth.","label_boundingbox:{diningtable: {'xyxy': {'Left': 0, 'Top': 237, 'Right': 500, 'Bottom': 375}},person: {'xyxy': {'Left': 112, 'Top': 0, 'Right': 431, 'Bottom': 271}}},
caption:a woman sitting at a table.,
image_embedding:[-0.29, -0.3, 0.89, 0.36, -0.08, -0.27, 0.12, -0.43, -0.35, 0.35, -0.5, -0.08, -0.51, -0.16, -0.5, 0.87, 0.24, -0.25, 0.08, 0.37, 0.07, -1.37, -0.14, -0.31, 0.02, -0.72, 0.24, 0.15, -0.28, -0.05, -0.82, 0.54, -0.72, -0.26, -0.27, -0.57, 0.59, 0.76, 0.08, 0.32, 0.06, 1.14, -0.02, -0.59, -2.43, 0.05, 0.24, -0.76, -0.41, 0.04, 0.15, -0.83, -0.05, 0.41, -0.12, -0.27, -0.37, -0.6, -0.2, -0.27, 0.38, -0.39, 0.26, 0.32]"
000894.jpg,Provide a detailed and accurate description of the image within 50 words.,A German police motorcycle is parked in front of the olympic stadium in berlin. the motorcycle is white and green with the word polizei written across the front. the stadium is in the background.,"label_boundingbox:{car: {'xyxy': {'Left': 1, 'Top': 87, 'Right': 35, 'Bottom': 105}},motorbike: {'xyxy': {'Left': 83, 'Top': 86, 'Right': 267, 'Bottom': 412}}},
caption:a police motorcycle parked on the street.,
image_embedding:[0.11, 0.83, 0.17, 0.01, 0.35, 0.49, 0.33, -0.22, -0.91, -0.76, -0.77, -0.76, 0.04, -0.01, 0.77, -0.0, -0.49, 0.11, 0.23, 0.08, 0.6, -0.36, -0.35, 0.21, -0.08, -0.21, 0.18, 0.21, 0.1, 0.49, 0.14, -0.85, -0.58, 0.66, -0.01, -0.05, -0.13, 0.48, 0.94, 0.08, -0.31, 0.53, -0.18, 0.03, -4.58, 0.39, 0.54, 0.03, -0.8, -0.07, -1.03, -0.22, -0.18, 0.06, -0.11, -0.44, 0.05, 0.26, -0.01, 0.53, -0.48, 1.14, -0.0, -0.13]"
009876.jpg,Provide a detailed and accurate description of the image within 50 words.,A gray fighter jet flies high in the sky with a clear blue sky in the background.,"label_boundingbox:{aeroplane: {'xyxy': {'Left': 88, 'Top': 58, 'Right': 417, 'Bottom': 208}}},
caption:a fighter jet flying in the sky.,
image_embedding:[0.23, 0.35, 0.5, -0.26, 0.02, 0.2, -0.95, 0.31, -0.36, -1.26, 1.11, -0.79, 0.29, -0.58, 0.16, 0.09, 0.67, 0.2, -0.78, -0.17, 0.05, -0.38, 0.02, -0.05, -0.95, -0.91, -0.48, -0.0, 0.39, -0.71, -0.9, 0.16, 0.12, -0.61, -0.08, -0.67, 0.01, -0.01, 0.41, 0.02, -1.22, 0.71, -0.02, -0.0, -3.6, 0.43, -0.08, -0.29, 0.28, 0.14, 0.12, 0.21, 0.37, 0.84, 0.56, -0.11, 0.33, -0.49, -0.29, 0.58, 0.07, 1.11, 0.39, -0.64]"
005180.jpg,Provide a detailed and accurate description of the image within 50 words.,"A cozy sunroom with a rocking chair, a wood burning stove, and a large window looking out to a green yard. Plants are placed throughout the room, and a wooden cabinet sits against the wall.  The room looks warm and inviting.","label_boundingbox:{bottle: {'xyxy': {'Left': 184, 'Top': 244, 'Right': 202, 'Bottom': 286}},pottedplant: {'xyxy': {'Left': 116, 'Top': 295, 'Right': 174, 'Bottom': 405}},chair: {'xyxy': {'Left': 0, 'Top': 295, 'Right': 69, 'Bottom': 424}}},
caption:a living room in a house.,
image_embedding:[0.1, 0.58, 0.62, 0.32, -0.69, -0.46, -0.24, 0.01, 0.44, 0.23, -1.5, -1.5, -0.59, 0.66, -0.02, -1.04, 0.09, -0.18, 0.23, -0.25, 0.34, 0.43, 0.14, 1.27, 0.72, 0.02, 0.5, -0.01, 0.14, -0.42, 0.79, -0.04, -1.13, -0.12, -0.58, -0.94, -0.57, 0.12, -0.53, 0.96, -0.11, 0.29, -0.52, -0.82, -2.47, -0.29, 0.59, 0.64, 0.66, -0.53, -0.05, -0.77, -0.35, 0.01, 0.24, 0.15, -0.01, -0.01, 0.64, -1.28, 0.53, -0.74, 0.01, 0.04]"
